pid,cpu_percent,username,name,memory_percent
21436,0.0,AA30-LAPTOP\aalop,msedgewebview2.exe,0.9690989235036255
21512,0.0,AA30-LAPTOP\aalop,chrome.exe,0.27328274409823244
21548,0.0,AA30-LAPTOP\aalop,Code.exe,1.869355814132816
22108,0.0,AA30-LAPTOP\aalop,MessagingPlugin.exe,0.30630946082066296
22384,0.0,AA30-LAPTOP\aalop,Code.exe,1.0181297760827404
22448,0.0,AA30-LAPTOP\aalop,CrossDeviceService.exe,0.5048819888970095
22704,0.0,AA30-LAPTOP\aalop,RuntimeBroker.exe,0.32025245796853197
22720,0.0,,fontdrvhost.exe,0.07182462182954431
22956,0.0,,dllhost.exe,0.02082962530438169
23004,0.0,AA30-LAPTOP\aalop,chrome.exe,0.8511047945966157
23068,0.0,AA30-LAPTOP\aalop,Code.exe,0.7960602667258981
23128,0.0,AA30-LAPTOP\aalop,steamwebhelper.exe,0.757432102453628
23152,0.0,,conhost.exe,0.005286214570844248
23164,0.0,,winlogon.exe,0.12432303717760759
23208,0.0,AA30-LAPTOP\aalop,conhost.exe,0.05184370069938074
23324,0.0,,svchost.exe,0.05565074513801628
23432,0.0,AA30-LAPTOP\aalop,Code.exe,3.31503850449595
23608,0.0,,SearchFilterHost.exe,0.0777170536676872
23748,0.0,AA30-LAPTOP\aalop,Code.exe,0.5966147857846416
23940,0.0,AA30-LAPTOP\aalop,msedgewebview2.exe,0.9479298165295564
23968,0.0,AA30-LAPTOP\aalop,msedgewebview2.exe,0.05894856707212094
24076,0.0,AA30-LAPTOP\aalop,UserOOBEBroker.exe,0.07005446740903225
24252,0.0,AA30-LAPTOP\aalop,wallpaper32.exe,1.5829302796795488
24300,0.0,AA30-LAPTOP\aalop,steamwebhelper.exe,0.588297484877304
24752,0.0,AA30-LAPTOP\aalop,msedgewebview2.exe,0.6840798131104912
24856,0.0,,MoUsoCoreWorker.exe,0.20916920590872695
25344,0.0,AA30-LAPTOP\aalop,msedge.exe,0.3031086336493261
25360,0.0,AA30-LAPTOP\aalop,powershell.exe,0.44229611822109666
25408,0.0,AA30-LAPTOP\aalop,Code.exe,0.6685364023769537
25500,0.0,AA30-LAPTOP\aalop,RuntimeBroker.exe,0.14219432221757186
25536,0.0,AA30-LAPTOP\aalop,RuntimeBroker.exe,0.2933121626097799
25700,0.0,AA30-LAPTOP\aalop,svchost.exe,0.10693672595148225
25788,0.0,AA30-LAPTOP\aalop,Code.exe,4.538966918481237
25824,0.0,AA30-LAPTOP\aalop,conhost.exe,0.047745671972441846
25912,0.0,AA30-LAPTOP\aalop,Battle.net.exe,0.14782001845810333
26152,0.0,,svchost.exe,0.08518565040080661
26512,0.0,AA30-LAPTOP\aalop,MoNotificationUx.exe,0.08741652994446565
26568,0.0,,WaaSMedicAgent.exe,0.00669263863097712
